"","taxa_id","Kingdom","Phylum","Class","Order","Family","Genus","Species","PC1"
"455","1e24f24deed073d40fc6bc583247eea2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA,NA,-0.00842846781150955
"3571","f26224945300ef2d4fab96dae82209b2","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.00842794634551573
"125","08bcc7d6183cd77e84a4d6fd6ca398af","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA,NA,-0.00842772768965478
"453","1e1f1f4307899c6e3d654d203c714b98","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,-0.00842450484994662
"1578","6dc05edba4c59b63d09e0bb3025cd319","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus 1",NA,-0.00842373506226955
"3072","d21323101c166c13c3a55608df4d88b6","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA,NA,-0.00842286882940067
"3025","ce3ec4dfa522ebed18baaf5628dd94be","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 1",NA,-0.00842188117364237
"1166","50f360a55d20e7b45738d3616c48d3f3","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA,-0.00842165728383296
"2044","8cded2b739aa865761fb42064a4f20f2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 2",NA,-0.00842099774409124
"3720","fc7283ffbfc36f3c9eefe25d5cbd9ca6","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group",NA,-0.0084207962517089
"2798","be9129dff38b8c1a7826a8fa0473e47d","Bacteria","Kiritimatiellaeota","Kiritimatiellae","WCHB1-41","RFP12",NA,NA,-0.00841915266719744
"2904","c65eee8f2b33294e10688455cf0db7d8","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium",NA,-0.0084190334192428
"3729","fcfcc69bec991516fd423ed220fcbf02","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.00841774437437562
"675","2d89f7ab24eeb508215ddc81f92cf66a","Bacteria","Kiritimatiellaeota","Kiritimatiellae","WCHB1-41","RFP12",NA,NA,-0.00841665708333852
"412","1b54ca59c1d66e6a27a51db1c99da1c7","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 1",NA,-0.00841465601017492
"2935","c81c94687620a3d0d45f15a8d7212c71","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] hallii group",NA,-0.00841203266527583
"485","202177ad3107f805991006091ee905ab","Bacteria","Kiritimatiellaeota","Kiritimatiellae","WCHB1-41","RFP12",NA,NA,-0.00841077352976099
"439","1cefd1f2f132bf24fccb3453e5c1422a","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 9",NA,-0.00840850484821447
"2181","955c780a8ab359bc91648a3e6f2c8925","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group",NA,-0.00840141276147204
"13","0089660ca52a723032a0f9cb5fd916b6","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto 1",NA,-0.00840076719176427
"3445","eaba22987f9b4d63adfa1832e086b17c","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA,-0.00839970314424464
"780","34e38d98be696451ffd566e5f3089621","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-001",NA,-0.00839697780208165
"1616","709ede720c6adaff524e78427352fc42","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-013",NA,-0.00839694833149144
"2852","c2e1b61aed199790498a4f5b623256d7","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA,NA,-0.00839674055817827
"351","17781f11c56fc86334f76ae15f3c9319","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales RF16 group",NA,NA,-0.00839419975589889
"1931","856d64290cd7810a7f631babd1b47911","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 9",NA,-0.008393519553299
"375","18d7bbcbdf001019d5fc0ff2df4c7ad7","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 2",NA,-0.00839109320114559
"944","406e3ad305868213a0c1177d59113ab1","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.00838910201884817
"1635","71c0ac5acb6b9bafc0441877b80761aa","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 9",NA,-0.00838838833255739
"707","303d755e6238cf0f54dc5554cf7d32a9","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005",NA,-0.00838619622286953
"282","1316aec7c0894386572df894790bbb95","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA,NA,-0.00838439947742083
"175","0bef956e453114d1213102a4972b5882","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 1",NA,-0.00838402127554107
"382","19acd837eac7e498d45b4d598325dd27","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella",NA,-0.00838246972149322
"90","0636b84cd7a4a93ab2a4a85bbff6dbc1","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.0083765958686682
"2624","b234640e5ecac2efa073f80ae833c5a0","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group",NA,-0.00837637802550422
"665","2cfa5545565e70ed4c9cd56bf469c2e6","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA,-0.00837429287168988
"617","2983dc51cedcd9cdd7260af5bcdc79db","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter","Fibrobacter sp. UWH9",-0.0083737034851976
"1395","62bbc19cc98bbe74f406ab615baf5826","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group",NA,-0.00837368693130858
"401","1ad0358d00554bfde95bf2896a2650c7","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 2",NA,-0.00836993547978849
"2645","b387445125338890576c504d12a1da27","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae",NA,NA,-0.00836400547333633
"2103","905e9e29d07a8cf4660536f217a9979d","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae NK4A214 group",NA,-0.00836263942594443
"147","09706bbd8be187741b8d7836684bf977","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella",NA,-0.00836241165920138
"2769","bc8b8fa08cc6a059d617cc3f3446f763","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium",NA,-0.00835925855850287
"3001","cc8ae2e6bfff9e3743c946934b881c39","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA,-0.00835603676570826
"1498","699ffff55d27233a0a61919fbc0e37db","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales",NA,NA,NA,-0.00835449995451191
"2601","b0f8106dddcc505195e454957c4e4281","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00835441585351578
"2357","a13adcf6a9b5eda44c7926a93cae141d","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-013",NA,-0.00835417229166338
"1783","7adc20a9dd1a3c63835746ad11c94957","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-013",NA,-0.00835383010701926
"2031","8bf9e9437750b2675f22e1c4a75f60ab","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005",NA,-0.00835365271323505
"2195","965c3c466ff47ac3992a6b741ae1d6bd","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter",NA,-0.00835167653443628
"1978","8877bcbfbbe95c74249031c180156593","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group","Clostridiales bacterium enrichment culture clone 06-1235251-67","Clostridiales bacterium enrichment culture clone 06-1235251-67",-0.00835054662929581
"3341","e540759ff89bbb10e451bb1a7bc42045","Bacteria","Kiritimatiellaeota","Kiritimatiellae","WCHB1-41","RFP12",NA,NA,-0.00835042137512341
"1160","50764fe94f5d994b504df381b9e2590a","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA,-0.00834567533507471
"2622","b20f3ea60f4efed0d269afbe28335229","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-013",NA,-0.008342632657702
"463","1e995515b6c9fb9246b86ba53fcb8383","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00834114525029018
"2487","aa0f5af4181e12bec77e6a38d96b7970","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 1",NA,-0.00834055648242104
"3393","e80c94aa850ace39be5dbf09113cfa6e","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-009",NA,-0.00833925888286444
"1314","5d337451e051020a67b7f8f04a463e70","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-002",NA,-0.00833812145394736
"2938","c88364f37af031bfb4e6021474492558","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group",NA,-0.00833637225258591
"2268","9b967a5222a6f9cb6f506806966c78ea","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.00833579178328938
"2034","8c186e66cdb744e7cd2521ebc8d3700c","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA,-0.00833545466384609
"1725","770ee4f8104d3dd305792ff71f989384","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella",NA,-0.00833442237039174
"3243","decc06be4e0d3f5c2d7e0f137a32f674","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter",NA,-0.00833305720930128
"1702","75cee203d402b8f3382c4986b818c2f5","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Sphaerochaeta",NA,-0.00832708032582681
"2225","9819fed10f42cd63c323b3dbf156db87","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group",NA,-0.00832382902118392
"1634","71b1728d84b3ad46ac46615e8844e3d0","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema 2",NA,-0.00831861631757183
"428","1c5985760a9693b61f19f111f39d199e","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group",NA,-0.00831699995975764
"2467","a8d131f5de53565b7fc397458adbd125","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00831498209323766
"52","03a42d601b8b8d7fe27c1969e40f50a5","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005",NA,-0.00831477170367839
"1229","565f49ab575e13fa8543b5869f0b1667","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA,-0.00831424034187267
"1180","51e6cc7da1c4f04ed17a35cc00dcd7ad","Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales",NA,NA,NA,-0.0083138494536339
"3369","e6a790435dd88d9392b7a3637e468835","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,-0.00831160850760749
"3210","dc9a3d0b7e325ec76ec8e8508929defa","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-013",NA,-0.00831040184214901
"3171","d95be8dfebbd5f0c4f139ad71d8ce764","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-013",NA,-0.00831021722413821
"2781","bd204d6678efb3b2d39636d2fc2d065e","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00830787844095376
"930","3f6c50d577da488c96c36e2e49a46cee","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-013",NA,-0.00830666340214803
"760","3386bd530342cee320af3e8582c3d8bd","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005",NA,-0.00830594611801569
"585","27212f84c8424dceea866298b43c8a5a","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinivibrio",NA,-0.00830390193796944
"63","045d5a40818ee0a36405af173ba280f3","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Caproiciproducens",NA,-0.00830387583772544
"1863","7fe7c83fc911dbbba96b35d6e5b866e0","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,-0.00830328329881652
"1592","6e7562ed920f0faf7e7675bb4b3b9e9e","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA,NA,-0.0082978515760151
"892","3d330d62ede6f8ead5b9769bd9a44016","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus 1",NA,-0.00829480411477046
"1186","5282c1c7bd966be868f1af6d6d34a324","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-2534-18B5 gut group",NA,NA,-0.00829141783260804
"108","0757d00b30414a6a39aaf9c45a57adcb","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group",NA,-0.00829042543022511
"2896","c5aa3b3f9b58e287f12922f9259b6df5","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium",NA,-0.00828735058888759
"2556","ae53e7abfbe743ab7b123add41050f7f","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 9",NA,-0.00828211289399299
"2986","cbd8335cc9419525bbb15f523e637257","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA,NA,-0.00828169718417665
"1173","5173e447d2587005425c6692e9adb8ce","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 9",NA,-0.00828047639489892
"520","22a0ff85869d8c3a72994cd2cbf6967d","Bacteria","Kiritimatiellaeota","Kiritimatiellae","WCHB1-41","RFP12",NA,NA,-0.00828045528025899
"994","43fd348ed5286a2f23517d5681858d0e","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA,-0.00827697705592395
"83","05f06772c0781676c7e7d787b41ee112","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] ruminantium group",NA,-0.00827596883654767
"2189","9604c92a7f1b651e3e01463d4504a6b8","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA,-0.00827496172964515
"683","2e04ba2e66c228c9e18c2110a2d5e0ae","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 2",NA,-0.00827413017644615
"3604","f487caa49171e364c7811a285bcbb787","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.00827044305198472
"132","08f88479eb19a033d1aaf920383ecd80","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium",NA,-0.00826954420306808
"3272","e0484fce631e3958e9907aaa1ab54c6b","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00826714776568551
"17","013e7c47f4c7fb6103544ade64adf847","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA,NA,-0.00826512424802084
"289","138d29c5178d964767b1f3b9316a560f","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group",NA,-0.00826301493024115
"3688","fa7b1da24b8d0bd50ec396f00210021f","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA,-0.0082627818374284
"967","421ca906521c5b764b15e9fca8f38554","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-2534-18B5 gut group",NA,NA,-0.00826135883448878
"2674","b5a9786d8ca655d815f9bd9178db6d9a","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA,-0.00825886880323253
"2464","a8a02e694974206e25722a9a66c33e0e","Bacteria","Kiritimatiellaeota","Kiritimatiellae","WCHB1-41","RFP12",NA,NA,-0.00825690599588313
"2867","c3b8449349cb6b79df825b29e5e8b3e5","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.00825613648599061
"728","31c70dcf4abc1af5ed1c233a8d91b55b","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 1",NA,-0.00825603832731875
"3654","f859398227835c324431753ad6ff8a53","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA,NA,-0.00825562247678052
"2903","c6566f6b94b8cf5a69743c5faa276755","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005",NA,-0.00825508491347157
"864","3b5bf46e43d078a79078151408cc1cd1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 2",NA,-0.0082537997485098
"968","421d8fb3dd510ccdcc60890854d2e2e1","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.00825356817416115
"2623","b2287154860f2086ae25f7fd0ac18683","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA,-0.00823921401673798
"268","12414aabc693e56df6c649dd84075273","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 1",NA,-0.00823832817740545
"722","311cc31de5ed66b171d7bcae7559321d","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium",NA,-0.00823813087691901
"3090","d31127342d617326299cf207ff984dd3","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA,NA,-0.00823677886186404
"416","1bc4be83edf0707593fab8e70473bd4e","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",NA,-0.0082285499105235
"793","35caa78fd9bad14f6179f44a0e83aab1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA,NA,-0.00822603601674931
"1221","5527ba97ac4f628f3aa64bd6f9e9e601","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema 2",NA,-0.00822542142533025
"3515","eee93378c6f1e19872c371510bae6de7","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-2534-18B5 gut group",NA,NA,-0.00822262354570764
"1639","72255d80e60c4220efa43223e29e9738","Bacteria","WPS-2",NA,NA,NA,NA,NA,-0.00822189692936425
"240","0ff3b9368d246bd86fc06fd0e9fd03bb","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA,NA,-0.00822131515046145
"1039","47c3d18e7d4554030e8a29fb6ad98b7f","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA,-0.00821927236461001
"2321","9e538b3f41c48439ac5be8c6745f0a08","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group",NA,-0.00821873557137427
"2264","9b4754656d7b8f07a40800bdfeac0dea","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-008",NA,-0.00821756490595539
"3697","fac06d8d01a81d1633873ec719ba7eeb","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00821330737311646
"2548","aded090142077db0dcca15a559de5674","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005",NA,-0.00821196569116854
"2574","af596766f96f35c808aeea09e636451c","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,-0.00820715169361379
"2100","901f9d2458c9bc11d90906ac45d4051a","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA,-0.00820711016734053
"1375","612fa82d451892ee88f29dd661031f02","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA,-0.00820481226650066
"525","231fcc2138582e9e987d5f63788ecbc8","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-003",NA,-0.0081993233885278
"1398","62d299ee6c5916ce4dc4077aa4a92b71","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA,NA,-0.0081958825821443
"3388","e7f56c89d8a0e88599db3fc88fcb66d6","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 1",NA,-0.00819508344073047
"2866","c3a3f931d78cee3fe084c5d90e61c931","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium 12",NA,-0.00819239843845242
"1087","4b5f85c2960b45505961a80875f67c6f","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium",NA,-0.00818833138737157
